cohort,analysis,adjustment_set,state_definition,standardization,persistent,outcome,exposure,term,estimate,std_error,p_value,n,clusters,converged,covariates_used,estimand,death_handling,mortality_available,paired_intervals
elsa,continuous_gee_ipcw,mental_health,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.030875276513232814,0.013468201844364166,0.02187927362610685,45148,11323,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,False,
elsa,continuous_gee_ipcw,mental_health,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1883463731875611,0.019173544070462588,8.942009950134682e-23,46567,11586,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,False,
hrs,continuous_gee_ipcw,mental_health,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.04345994053661333,0.005280023968906528,1.8563840237041713e-16,154575,30667,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
hrs,continuous_gee_ipcw,mental_health,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.15615092413482673,0.007137961326907186,4.385757561893882e-106,141450,29907,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
klosa,continuous_gee_ipcw,mental_health,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.07763450477145917,0.017077682955006678,5.468479613330526e-06,25996,8144,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
klosa,continuous_gee_ipcw,mental_health,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.17719179358167397,0.025380854438126314,2.9242539280769633e-12,28163,8448,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
mhas,continuous_gee_ipcw,mental_health,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.06040499581296419,0.01171203618718256,2.5024954997671524e-07,22585,13094,True,depression,ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
mhas,continuous_gee_ipcw,mental_health,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1398227567211646,0.020673714046381936,1.3487332575700981e-11,20047,11961,True,depression,ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
share,continuous_gee_ipcw,mental_health,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.06165039457651866,0.006160845268383385,1.4226911690136097e-23,96805,54833,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
share,continuous_gee_ipcw,mental_health,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.15399176938944403,0.008707949724423378,5.565668047224485e-70,107329,60145,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
charls,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.09598578017901858,0.030865670248541817,0.0018721983432451548,25179,12204,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
charls,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2326339752347828,0.024897622864410947,9.309381757167587e-21,25179,12204,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
elsa,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.014383650404734251,0.02327668594739579,0.5366133301707464,36508,10887,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,False,
elsa,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.3303738305552848,0.026630398738090796,2.427960227225803e-35,36508,10887,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,False,
hrs,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.06765051781581098,0.014220791283122427,1.9633976621281344e-06,98829,24278,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
hrs,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.27810779054763707,0.01458982598714942,5.247743341542356e-81,98829,24278,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
klosa,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.02716295811178547,0.033374427707502194,0.4157106282738757,19829,7021,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
klosa,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.22440127578398109,0.045337856041451505,7.439124853186536e-07,19829,7021,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
mhas,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.03492939038153495,0.03786798505750826,0.35632050726950626,14107,9298,True,depression,ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
mhas,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.35449291329285965,0.03305826943894481,7.915013526762321e-27,14107,9298,True,depression,ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
share,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.03130486244895952,0.017507594071342395,0.0737641739544514,71675,43519,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
share,transition_gee_ipcw,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2885582859065113,0.016617197228503057,1.5179544268846697e-67,71675,43519,True,"depression,psychiatric",ipcw_survivor_conditional_domain_transition,competing_death_excluded_from_censoring_model,True,
